0,1,2,3,4,5,6,7,8,9,10,11,12
時間,約定,銘柄,タイプ,新規・決済,数量,価格,注文,手数料,スワップ,損益,残高,コメント
2023.03.29 13:00:00,837,EURUSD,sell,out,0.1,1.08598,837,0.00,0.00,36.50,11 646.41,
2023.03.29 13:01:29,838,EURUSD,sell,in,0.1,1.08583,838,-0.70,0.00,0.00,11 645.71,
2023.03.31 11:30:00,839,EURUSD,buy,out,0.1,1.08757,839,0.00,1.15,-17.40,11 629.46,
2023.03.31 11:32:45,840,EURUSD,buy,in,0.1,1.08783,840,-0.70,0.00,0.00,11 628.76,
2023.04.03 10:30:00,841,EURUSD,sell,out,0.1,1.08287,841,0.00,-0.68,-49.60,11 578.48,
2023.04.03 10:30:39,842,EURUSD,sell,in,0.1,1.08268,842,-0.70,0.00,0.00,11 577.78,
2023.04.05 17:45:00,843,EURUSD,buy,out,0.1,1.09146,843,0.00,0.38,-87.80,11 490.36,
2023.04.05 17:47:05,844,EURUSD,buy,in,0.1,1.09176,844,-0.70,0.00,0.00,11 489.66,
2023.04.06 10:15:00,845,EURUSD,sell,out,0.1,1.09160,845,0.00,-3.41,-1.60,11 484.65,
2023.04.06 10:16:16,846,EURUSD,sell,in,0.1,1.09123,846,-0.70,0.00,0.00,11 483.95,
2023.04.07 15:45:00,847,EURUSD,buy,out,0.1,1.08950,847,0.00,0.19,17.30,11 501.44,
2023.04.07 15:48:04,848,EURUSD,buy,in,0.1,1.08983,848,-0.70,0.00,0.00,11 500.74,
2023.04.10 11:00:00,849,EURUSD,sell,out,0.1,1.09167,849,0.00,-0.68,18.40,11 518.46,
2023.04.10 11:00:17,850,EURUSD,sell,in,0.1,1.09163,850,-0.70,0.00,0.00,11 517.76,
2023.04.10 15:15:00,851,EURUSD,buy,out,0.1,1.08693,851,0.00,0.00,47.00,11 564.76,
2023.04.10 15:40:00,852,EURUSD,buy,in,0.1,1.08707,852,-0.70,0.00,0.00,11 564.06,
2023.04.11 03:15:00,853,EURUSD,sell,out,0.1,1.08745,853,0.00,-0.68,3.80,11 567.18,
2023.04.11 03:22:42,854,EURUSD,sell,in,0.1,1.08738,854,-0.70,0.00,0.00,11 566.48,
2023.04.14 15:45:00,855,EURUSD,buy,out,0.1,1.10237,855,0.00,1.34,-149.90,11 417.92,
2023.04.14 15:51:37,856,EURUSD,buy,in,0.1,1.10285,856,-0.70,0.00,0.00,11 417.22,
2023.04.18 10:00:00,857,EURUSD,sell,out,0.1,1.09492,857,0.00,-1.36,-79.30,11 336.56,
2023.04.18 10:00:02,858,EURUSD,sell,in,0.1,1.09488,858,-0.70,0.00,0.00,11 335.86,
2023.04.19 09:15:00,859,EURUSD,buy,out,0.1,1.09577,859,0.00,0.19,-8.90,11 327.15,
2023.04.19 09:16:35,860,EURUSD,buy,in,0.1,1.09584,860,-0.70,0.00,0.00,11 326.45,
2023.04.21 16:00:00,861,EURUSD,sell,out,0.1,1.09881,861,0.00,-4.09,29.70,11 352.06,
2023.04.21 16:05:27,862,EURUSD,sell,in,0.1,1.09871,862,-0.70,0.00,0.00,11 351.36,
2023.04.25 10:30:00,863,EURUSD,buy,out,0.1,1.10271,863,0.00,0.38,-40.00,11 311.74,
2023.04.25 10:30:39,864,EURUSD,buy,in,0.1,1.10292,864,-0.70,0.00,0.00,11 311.04,
2023.04.26 08:45:00,865,EURUSD,sell,out,0.1,1.09890,865,0.00,-0.68,-40.20,11 270.16,
2023.04.26 08:45:14,866,EURUSD,sell,in,0.1,1.09885,866,-0.70,0.00,0.00,11 269.46,
2023.04.27 15:45:00,867,EURUSD,buy,out,0.1,1.10099,867,0.00,0.96,-21.40,11 249.02,
2023.04.27 15:46:43,868,EURUSD,buy,in,0.1,1.10125,868,-0.70,0.00,0.00,11 248.32,
2023.05.01 15:45:00,869,EURUSD,sell,out,0.1,1.10300,869,0.00,-1.36,17.50,11 264.46,
2023.05.01 15:46:59,870,EURUSD,sell,in,0.1,1.10267,870,-0.70,0.00,0.00,11 263.76,
2023.05.01 17:45:00,871,EURUSD,buy,out,0.1,1.09807,871,0.00,0.00,46.00,11 309.76,
2023.05.01 17:49:18,872,EURUSD,buy,in,0.1,1.09810,872,-0.70,0.00,0.00,11 309.06,
2023.05.02 04:30:00,873,EURUSD,sell,out,0.1,1.09927,873,0.00,-0.68,11.70,11 320.08,
2023.05.02 04:33:59,874,EURUSD,sell,in,0.1,1.09917,874,-0.70,0.00,0.00,11 319.38,
2023.05.04 11:15:00,875,EURUSD,buy,out,0.1,1.10557,875,0.00,1.15,-64.00,11 256.53,
2023.05.04 11:15:05,876,EURUSD,buy,in,0.1,1.10562,876,-0.70,0.00,0.00,11 255.83,
2023.05.05 07:00:00,877,EURUSD,sell,out,0.1,1.10440,877,0.00,-0.68,-12.20,11 242.95,
2023.05.05 07:00:20,878,EURUSD,sell,in,0.1,1.10438,878,-0.70,0.00,0.00,11 242.25,
2023.05.05 15:00:00,879,EURUSD,buy,out,0.1,1.10095,879,0.00,0.00,34.30,11 276.55,
2023.05.05 15:01:37,880,EURUSD,buy,in,0.1,1.10115,880,-0.70,0.00,0.00,11 275.85,
2023.05.08 07:45:00,881,EURUSD,sell,out,0.1,1.10424,881,0.00,-0.68,30.90,11 306.07,
2023.05.08 07:45:59,882,EURUSD,sell,in,0.1,1.10421,882,-0.70,0.00,0.00,11 305.37,
2023.05.08 21:15:00,883,EURUSD,buy,out,0.1,1.10078,883,0.00,0.00,34.30,11 339.67,
2023.05.08 21:15:02,884,EURUSD,buy,in,0.1,1.10081,884,-0.70,0.00,0.00,11 338.97,
2023.05.10 15:45:00,885,EURUSD,sell,out,0.1,1.09942,885,0.00,-1.36,-13.90,11 323.71,
2023.05.10 15:45:30,886,EURUSD,sell,in,0.1,1.09933,886,-0.70,0.00,0.00,11 323.01,
2023.05.11 09:45:00,887,EURUSD,buy,out,0.1,1.09542,887,0.00,0.96,39.10,11 363.07,
2023.05.11 12:01:34,888,EURUSD,buy,in,0.1,1.09325,888,-0.70,0.00,0.00,11 362.37,
2023.05.15 09:15:00,889,EURUSD,sell,out,0.1,1.08717,889,0.00,-1.36,-60.80,11 300.21,
2023.05.15 09:16:59,890,EURUSD,sell,in,0.1,1.08703,890,-0.70,0.00,0.00,11 299.51,
2023.05.17 09:00:00,891,EURUSD,buy,out,0.1,1.08532,891,0.00,0.38,17.10,11 316.99,
2023.05.17 09:00:30,892,EURUSD,buy,in,0.1,1.08542,892,-0.70,0.00,0.00,11 316.29,
2023.05.19 09:30:00,893,EURUSD,sell,out,0.1,1.07902,893,0.00,-4.09,-64.00,11 248.20,
2023.05.19 09:31:30,894,EURUSD,sell,in,0.1,1.07878,894,-0.70,0.00,0.00,11 247.50,
2023.05.23 13:15:00,895,EURUSD,buy,out,0.1,1.07739,895,0.00,0.38,13.90,11 261.78,
2023.05.23 13:33:17,896,EURUSD,buy,in,0.1,1.07738,896,-0.70,0.00,0.00,11 261.08,
2023.05.29 09:30:00,897,EURUSD,sell,out,0.1,1.07426,897,0.00,-5.45,-31.20,11 224.43,
2023.05.29 09:43:12,898,EURUSD,sell,in,0.1,1.07414,898,-0.70,0.00,0.00,11 223.73,
2023.05.29 13:15:00,899,EURUSD,buy,out,0.1,1.07147,899,0.00,0.00,26.70,11 250.43,
2023.05.29 13:15:00,900,EURUSD,buy,in,0.1,1.07147,900,-0.70,0.00,0.00,11 249.73,
2023.05.30 13:15:00,901,EURUSD,sell,out,0.1,1.07301,901,0.00,-0.68,15.40,11 264.45,
2023.05.30 13:15:04,902,EURUSD,sell,in,0.1,1.07297,902,-0.70,0.00,0.00,11 263.75,
2023.05.31 05:00:00,903,EURUSD,buy,out,0.1,1.07133,903,0.00,0.19,16.40,11 280.34,
2023.05.31 05:00:37,904,EURUSD,buy,in,0.1,1.07137,904,-0.70,0.00,0.00,11 279.64,
2023.06.01 13:00:00,905,EURUSD,sell,out,0.1,1.07089,905,0.00,-3.41,-4.80,11 271.43,
2023.06.01 13:00:01,906,EURUSD,sell,in,0.1,1.07085,906,-0.70,0.00,0.00,11 270.73,
2023.06.02 19:30:00,907,EURUSD,buy,out,0.1,1.07135,907,0.00,0.19,-5.00,11 265.92,
2023.06.02 19:31:12,908,EURUSD,buy,in,0.1,1.07150,908,-0.70,0.00,0.00,11 265.22,
2023.06.06 05:15:00,909,EURUSD,sell,out,0.1,1.07244,909,0.00,-1.36,9.40,11 273.26,
2023.06.06 05:15:41,910,EURUSD,sell,in,0.1,1.07235,910,-0.70,0.00,0.00,11 272.56,
2023.06.06 12:15:00,911,EURUSD,buy,out,0.1,1.06960,911,0.00,0.00,27.50,11 300.06,
2023.06.06 12:26:04,912,EURUSD,buy,in,0.1,1.06970,912,-0.70,0.00,0.00,11 299.36,
2023.06.07 03:45:00,913,EURUSD,sell,out,0.1,1.07036,913,0.00,-0.68,6.60,11 305.28,
2023.06.07 03:49:22,914,EURUSD,sell,in,0.1,1.07031,914,-0.70,0.00,0.00,11 304.58,
2023.06.07 09:30:00,915,EURUSD,buy,out,0.1,1.06782,915,0.00,0.00,24.90,11 329.48,
2023.06.07 09:30:02,916,EURUSD,buy,in,0.1,1.06786,916,-0.70,0.00,0.00,11 328.78,
2023.06.07 13:30:00,917,EURUSD,sell,out,0.1,1.07075,917,0.00,0.00,28.90,11 357.68,
2023.06.07 13:30:05,918,EURUSD,sell,in,0.1,1.07069,918,-0.70,0.00,0.00,11 356.98,
2023.06.09 13:00:00,919,EURUSD,buy,out,0.1,1.07586,919,0.00,1.15,-51.70,11 306.43,
2023.06.09 13:02:38,920,EURUSD,buy,in,0.1,1.07594,920,-0.70,0.00,0.00,11 305.73,
2023.06.12 11:00:00,921,EURUSD,sell,out,0.1,1.07694,921,0.00,-0.68,10.00,11 315.05,
2023.06.12 12:48:32,922,EURUSD,sell,in,0.1,1.07794,922,-0.70,0.00,0.00,11 314.35,
2023.06.14 21:30:00,923,EURUSD,buy,out,0.1,1.08110,923,0.00,0.38,-31.60,11 283.13,
2023.06.14 21:30:34,924,EURUSD,buy,in,0.1,1.08117,924,-0.70,0.00,0.00,11 282.43,
2023.06.15 12:30:00,925,EURUSD,sell,out,0.1,1.08437,925,0.00,-3.41,32.00,11 311.02,
2023.06.15 12:30:03,926,EURUSD,sell,in,0.1,1.08435,926,-0.70,0.00,0.00,11 310.32,
2023.06.19 13:00:00,927,EURUSD,buy,out,0.1,1.09108,927,0.00,0.38,-67.30,11 243.40,
2023.06.19 13:08:12,928,EURUSD,buy,in,0.1,1.09133,928,-0.70,0.00,0.00,11 242.70,
2023.06.21 17:45:00,929,EURUSD,sell,out,0.1,1.09592,929,0.00,-1.36,45.90,11 287.24,
2023.06.21 17:45:39,930,EURUSD,sell,in,0.1,1.09560,930,-0.70,0.00,0.00,11 286.54,
2023.06.22 16:15:00,931,EURUSD,buy,out,0.1,1.09694,931,0.00,0.96,-13.40,11 274.10,
2023.06.22 16:17:00,932,EURUSD,buy,in,0.1,1.09710,932,-0.70,0.00,0.00,11 273.40,
2023.06.27 05:00:00,933,EURUSD,sell,out,0.1,1.09241,933,0.00,-2.04,-46.90,11 224.46,
2023.06.27 05:00:39,934,EURUSD,sell,in,0.1,1.09230,934,-0.70,0.00,0.00,11 223.76,
2023.06.28 05:00:00,935,EURUSD,buy,out,0.1,1.09463,935,0.00,0.19,-23.30,11 200.65,
2023.06.28 05:00:02,936,EURUSD,buy,in,0.1,1.09465,936,-0.70,0.00,0.00,11 199.95,
2023.06.29 14:00:00,937,EURUSD,sell,out,0.1,1.09276,937,0.00,-3.41,-18.90,11 177.64,
2023.06.29 14:00:05,938,EURUSD,sell,in,0.1,1.09267,938,-0.70,0.00,0.00,11 176.94,
2023.06.29 16:00:00,939,EURUSD,buy,out,0.1,1.08813,939,0.00,0.00,45.40,11 222.34,
2023.06.29 16:06:05,940,EURUSD,buy,in,0.1,1.08844,940,-0.70,0.00,0.00,11 221.64,
2023.06.30 15:45:00,941,EURUSD,sell,out,0.1,1.08898,941,0.00,-0.68,5.40,11 226.36,
2023.06.30 17:50:40,942,EURUSD,sell,in,0.1,1.09113,942,-0.70,0.00,0.00,11 225.66,
2023.07.03 09:15:00,943,EURUSD,buy,out,0.1,1.08943,943,0.00,0.19,17.00,11 242.85,
2023.07.03 09:48:59,944,EURUSD,buy,in,0.1,1.08919,944,-0.70,0.00,0.00,11 242.15,
2023.07.05 10:15:00,945,EURUSD,sell,out,0.1,1.09017,945,0.00,-1.36,9.80,11 250.59,
2023.07.05 10:15:29,946,EURUSD,sell,in,0.1,1.09007,946,-0.70,0.00,0.00,11 249.89,
2023.07.05 21:30:00,947,EURUSD,buy,out,0.1,1.08546,947,0.00,0.00,46.10,11 295.99,
2023.07.05 21:44:51,948,EURUSD,buy,in,0.1,1.08553,948,-0.70,0.00,0.00,11 295.29,
2023.07.06 14:30:00,949,EURUSD,sell,out,0.1,1.08943,949,0.00,-3.41,39.00,11 330.88,
2023.07.06 14:31:29,950,EURUSD,sell,in,0.1,1.08924,950,-0.70,0.00,0.00,11 330.18,
2023.07.11 15:00:00,951,EURUSD,buy,out,0.1,1.09839,951,0.00,0.57,-91.50,11 239.25,
2023.07.11 15:01:28,952,EURUSD,buy,in,0.1,1.09860,952,-0.70,0.00,0.00,11 238.55,
2023.07.12 03:30:00,953,EURUSD,sell,out,0.1,1.10200,953,0.00,-0.68,34.00,11 271.87,
2023.07.12 03:37:33,954,EURUSD,sell,in,0.1,1.10185,954,-0.70,0.00,0.00,11 271.17,
2023.07.19 09:45:00,955,EURUSD,buy,out,0.1,1.11987,955,0.00,1.72,-180.20,11 092.69,
2023.07.19 09:45:16,956,EURUSD,buy,in,0.1,1.12001,956,-0.70,0.00,0.00,11 091.99,
2023.07.20 04:00:00,957,EURUSD,sell,out,0.1,1.12184,957,0.00,-3.41,18.30,11 106.88,
2023.07.20 04:10:28,958,EURUSD,sell,in,0.1,1.12168,958,-0.70,0.00,0.00,11 106.18,
2023.07.20 15:45:00,959,EURUSD,buy,out,0.1,1.11794,959,0.00,0.00,37.40,11 143.58,
2023.07.20 15:45:29,960,EURUSD,buy,in,0.1,1.11816,960,-0.70,0.00,0.00,11 142.88,
2023.07.26 09:00:00,961,EURUSD,sell,out,0.1,1.10620,961,0.00,-2.72,-119.60,11 020.56,
2023.07.26 09:00:01,962,EURUSD,sell,in,0.1,1.10618,962,-0.70,0.00,0.00,11 019.86,
2023.07.27 15:45:00,963,EURUSD,buy,out,0.1,1.10812,963,0.00,0.96,-19.40,11 001.42,
2023.07.27 20:04:17,964,EURUSD,buy,in,0.1,1.09969,964,-0.70,0.00,0.00,11 000.72,
2023.07.28 14:15:00,965,EURUSD,sell,out,0.1,1.10080,965,0.00,-0.68,11.10,11 011.14,
2023.07.28 14:33:43,966,EURUSD,sell,in,0.1,1.10123,966,-0.70,0.00,0.00,11 010.44,
2023.07.31 23:15:00,967,EURUSD,buy,out,0.1,1.09941,967,0.00,0.19,18.20,11 028.83,
2023.07.31 23:15:35,968,EURUSD,buy,in,0.1,1.09943,968,-0.70,0.00,0.00,11 028.13,
2023.08.02 01:00:00,969,EURUSD,sell,out,0.1,1.10170,969,0.00,-1.36,22.70,11 049.47,
2023.08.02 01:00:27,970,EURUSD,sell,in,0.1,1.10100,970,-0.70,0.00,0.00,11 048.77,
2023.08.02 17:15:00,971,EURUSD,buy,out,0.1,1.09356,971,0.00,0.00,74.40,11 123.17,
2023.08.02 17:38:05,972,EURUSD,buy,in,0.1,1.09313,972,-0.70,0.00,0.00,11 122.47,
2023.08.04 15:45:00,973,EURUSD,sell,out,0.1,1.09795,973,0.00,-4.09,48.20,11 166.58,
2023.08.04 17:00:40,974,EURUSD,sell,in,0.1,1.10058,974,-0.70,0.00,0.00,11 165.88,
2023.08.07 09:00:00,975,EURUSD,buy,out,0.1,1.09831,975,0.00,0.19,22.70,11 188.77,
2023.08.07 09:00:59,976,EURUSD,buy,in,0.1,1.09842,976,-0.70,0.00,0.00,11 188.07,
2023.08.09 08:30:00,977,EURUSD,sell,out,0.1,1.09774,977,0.00,-1.36,-6.80,11 179.91,
2023.08.09 08:30:03,978,EURUSD,sell,in,0.1,1.09771,978,-0.70,0.00,0.00,11 179.21,
2023.08.14 04:00:00,979,EURUSD,buy,out,0.1,1.09371,979,0.00,1.34,40.00,11 220.55,
2023.08.14 04:00:01,980,EURUSD,buy,in,0.1,1.09372,980,-0.70,0.00,0.00,11 219.85,
2023.08.14 11:45:00,981,EURUSD,sell,out,0.1,1.09592,981,0.00,0.00,22.00,11 241.85,
2023.08.14 11:46:37,982,EURUSD,sell,in,0.1,1.09580,982,-0.70,0.00,0.00,11 241.15,
2023.08.14 15:30:00,983,EURUSD,buy,out,0.1,1.09219,983,0.00,0.00,36.10,11 277.25,
2023.08.14 15:30:02,984,EURUSD,buy,in,0.1,1.09226,984,-0.70,0.00,0.00,11 276.55,
2023.08.16 09:30:00,985,EURUSD,sell,out,0.1,1.09272,985,0.00,-1.36,4.60,11 279.79,
2023.08.16 09:30:32,986,EURUSD,sell,in,0.1,1.09246,986,-0.70,0.00,0.00,11 279.09,
2023.08.17 04:30:00,987,EURUSD,buy,out,0.1,1.08629,987,0.00,0.96,61.70,11 341.75,
2023.08.17 04:37:59,988,EURUSD,buy,in,0.1,1.08646,988,-0.70,0.00,0.00,11 341.05,
2023.08.17 09:45:00,989,EURUSD,sell,out,0.1,1.08865,989,0.00,0.00,21.90,11 362.95,
2023.08.17 09:45:23,990,EURUSD,sell,in,0.1,1.08857,990,-0.70,0.00,0.00,11 362.25,
2023.08.22 14:30:00,991,EURUSD,buy,out,0.1,1.08838,991,0.00,0.57,1.90,11 364.72,
2023.08.22 14:30:16,992,EURUSD,buy,in,0.1,1.08841,992,-0.70,0.00,0.00,11 364.02,
2023.08.23 19:00:00,993,EURUSD,sell,out,0.1,1.08612,993,0.00,-0.68,-22.90,11 340.44,
2023.08.23 19:05:23,994,EURUSD,sell,in,0.1,1.08597,994,-0.70,0.00,0.00,11 339.74,
2023.08.24 15:15:00,995,EURUSD,buy,out,0.1,1.08381,995,0.00,0.96,21.60,11 362.30,
2023.08.24 15:15:59,996,EURUSD,buy,in,0.1,1.08392,996,-0.70,0.00,0.00,11 361.60,
2023.08.25 17:15:00,997,EURUSD,sell,out,0.1,1.08316,997,0.00,-0.68,-7.60,11 353.32,
2023.08.25 17:18:17,998,EURUSD,sell,in,0.1,1.08296,998,-0.70,0.00,0.00,11 352.62,
2023.08.29 10:00:00,999,EURUSD,buy,out,0.1,1.08089,999,0.00,0.38,20.70,11 373.70,
2023.08.29 10:00:25,1000,EURUSD,buy,in,0.1,1.08110,1000,-0.70,0.00,0.00,11 373.00,
2023.08.29 20:15:00,1001,EURUSD,sell,out,0.1,1.08731,1001,0.00,0.00,62.10,11 435.10,
2023.08.29 20:17:39,1002,EURUSD,sell,in,0.1,1.08693,1002,-0.70,0.00,0.00,11 434.40,
2023.08.30 08:30:00,1003,EURUSD,buy,out,0.1,1.08561,1003,0.00,0.19,13.20,11 447.79,
2023.08.30 08:30:18,1004,EURUSD,buy,in,0.1,1.08567,1004,-0.70,0.00,0.00,11 447.09,
2023.08.30 15:45:00,1005,EURUSD,sell,out,0.1,1.09159,1005,0.00,0.00,59.20,11 506.29,
2023.08.30 16:01:30,1006,EURUSD,sell,in,0.1,1.09146,1006,-0.70,0.00,0.00,11 505.59,
2023.08.31 10:00:00,1007,EURUSD,buy,out,0.1,1.09073,1007,0.00,0.96,7.30,11 513.85,
2023.08.31 10:00:34,1008,EURUSD,buy,in,0.1,1.09083,1008,-0.70,0.00,0.00,11 513.15,
2023.09.04 10:30:00,1009,EURUSD,sell,out,0.1,1.08048,1009,0.00,-1.36,-103.50,11 408.29,
2023.09.04 10:42:37,1010,EURUSD,sell,in,0.1,1.08015,1010,-0.70,0.00,0.00,11 407.59,
2023.09.05 09:30:00,1011,EURUSD,buy,out,0.1,1.07677,1011,0.00,0.19,33.80,11 441.58,
2023.09.05 09:46:59,1012,EURUSD,buy,in,0.1,1.07692,1012,-0.70,0.00,0.00,11 440.88,
2023.09.08 03:45:00,1013,EURUSD,sell,out,0.1,1.07097,1013,0.00,-4.77,-59.50,11 376.61,
2023.09.08 03:45:01,1014,EURUSD,sell,in,0.1,1.07094,1014,-0.70,0.00,0.00,11 375.91,
2023.09.12 10:15:00,1015,EURUSD,buy,out,0.1,1.07237,1015,0.00,0.38,-14.30,11 361.99,
2023.09.12 10:15:36,1016,EURUSD,buy,in,0.1,1.07258,1016,-0.70,0.00,0.00,11 361.29,
2023.09.12 23:45:00,1017,EURUSD,sell,out,0.1,1.07495,1017,0.00,0.00,23.70,11 384.99,
2023.09.12 23:45:06,1018,EURUSD,sell,in,0.1,1.07489,1018,-0.70,0.00,0.00,11 384.29,
2023.09.14 15:30:00,1019,EURUSD,buy,out,0.1,1.07000,1019,0.00,1.15,48.90,11 434.34,
2023.09.14 16:07:04,1020,EURUSD,buy,in,0.1,1.06929,1020,-0.70,0.00,0.00,11 433.64,
2023.09.15 09:30:00,1021,EURUSD,sell,out,0.1,1.06639,1021,0.00,-0.68,-29.00,11 403.96,
2023.09.15 09:30:36,1022,EURUSD,sell,in,0.1,1.06623,1022,-0.70,0.00,0.00,11 403.26,
2023.09.20 22:45:00,1023,EURUSD,buy,out,0.1,1.06627,1023,0.00,0.57,-0.40,11 403.43,
2023.09.20 22:46:04,1024,EURUSD,buy,in,0.1,1.06653,1024,-0.70,0.00,0.00,11 402.73,
2023.09.28 12:45:00,1025,EURUSD,sell,out,0.1,1.05354,1025,0.00,-9.54,-129.90,11 263.29,
2023.09.28 13:17:16,1026,EURUSD,sell,in,0.1,1.05362,1026,-0.70,0.00,0.00,11 262.59,
2023.10.02 12:30:00,1027,EURUSD,buy,out,0.1,1.05482,1027,0.00,0.38,-12.00,11 250.97,
2023.10.02 12:31:37,1028,EURUSD,buy,in,0.1,1.05484,1028,-0.70,0.00,0.00,11 250.27,
2023.10.04 11:15:00,1029,EURUSD,sell,out,0.1,1.04857,1029,0.00,-1.36,-62.70,11 186.21,
2023.10.04 11:15:00,1030,EURUSD,sell,in,0.1,1.04856,1030,-0.70,0.00,0.00,11 185.51,
2023.10.06 15:45:00,1031,EURUSD,buy,out,0.1,1.05077,1031,0.00,1.15,-22.10,11 164.56,
2023.10.06 16:07:28,1032,EURUSD,buy,in,0.1,1.05049,1032,-0.70,0.00,0.00,11 163.86,
2023.10.09 21:15:00,1033,EURUSD,sell,out,0.1,1.05667,1033,0.00,-0.68,61.80,11 224.98,
2023.10.09 21:15:36,1034,EURUSD,sell,in,0.1,1.05657,1034,-0.70,0.00,0.00,11 224.28,
2023.10.12 15:45:00,1035,EURUSD,buy,out,0.1,1.05836,1035,0.00,1.34,-17.90,11 207.72,
2023.10.12 15:47:31,1036,EURUSD,buy,in,0.1,1.05903,1036,-0.70,0.00,0.00,11 207.02,
2023.10.16 09:15:00,1037,EURUSD,sell,out,0.1,1.05326,1037,0.00,-1.36,-57.70,11 147.96,
2023.10.16 09:15:03,1038,EURUSD,sell,in,0.1,1.05325,1038,-0.70,0.00,0.00,11 147.26,
2023.10.17 09:30:00,1039,EURUSD,buy,out,0.1,1.05395,1039,0.00,0.19,-7.00,11 140.45,
2023.10.17 09:47:14,1040,EURUSD,buy,in,0.1,1.05390,1040,-0.70,0.00,0.00,11 139.75,
2023.10.18 09:15:00,1041,EURUSD,sell,out,0.1,1.05914,1041,0.00,-0.68,52.40,11 191.47,
2023.10.18 09:22:03,1042,EURUSD,sell,in,0.1,1.05891,1042,-0.70,0.00,0.00,11 190.77,
2023.10.18 17:45:00,1043,EURUSD,buy,out,0.1,1.05368,1043,0.00,0.00,52.30,11 243.07,
2023.10.18 17:45:04,1044,EURUSD,buy,in,0.1,1.05376,1044,-0.70,0.00,0.00,11 242.37,
2023.10.19 14:15:00,1045,EURUSD,sell,out,0.1,1.05588,1045,0.00,-3.41,21.20,11 260.16,
2023.10.19 14:17:11,1046,EURUSD,sell,in,0.1,1.05579,1046,-0.70,0.00,0.00,11 259.46,
2023.10.23 06:00:00,1047,EURUSD,buy,out,0.1,1.05737,1047,0.00,0.38,-15.80,11 244.04,
2023.10.23 06:00:30,1048,EURUSD,buy,in,0.1,1.05752,1048,-0.70,0.00,0.00,11 243.34,
2023.10.23 11:00:00,1049,EURUSD,sell,out,0.1,1.05977,1049,0.00,0.00,22.50,11 265.84,
2023.10.23 11:02:04,1050,EURUSD,sell,in,0.1,1.05956,1050,-0.70,0.00,0.00,11 265.14,
2023.10.24 11:15:00,1051,EURUSD,buy,out,0.1,1.06511,1051,0.00,0.19,-55.50,11 209.83,
2023.10.24 11:15:05,1052,EURUSD,buy,in,0.1,1.06524,1052,-0.70,0.00,0.00,11 209.13,
2023.10.27 16:45:00,1053,EURUSD,sell,out,0.1,1.05859,1053,0.00,-4.77,-66.50,11 137.86,
2023.10.27 16:45:19,1054,EURUSD,sell,in,0.1,1.05855,1054,-0.70,0.00,0.00,11 137.16,
2023.10.30 11:30:00,1055,EURUSD,buy,out,0.1,1.05482,1055,0.00,0.19,37.30,11 174.65,
2023.10.30 11:31:19,1056,EURUSD,buy,in,0.1,1.05486,1056,-0.70,0.00,0.00,11 173.95,
2023.10.30 12:30:00,1057,EURUSD,sell,out,0.1,1.05820,1057,0.00,0.00,33.40,11 207.35,
2023.10.30 12:30:21,1058,EURUSD,sell,in,0.1,1.05817,1058,-0.70,0.00,0.00,11 206.65,
2023.10.31 18:30:00,1059,EURUSD,buy,out,0.1,1.05832,1059,0.00,0.19,-1.50,11 205.34,
2023.10.31 20:03:27,1060,EURUSD,buy,in,0.1,1.05718,1060,-0.70,0.00,0.00,11 204.64,
2023.11.02 02:00:00,1061,EURUSD,sell,out,0.1,1.05784,1061,0.00,-4.09,6.60,11 207.15,
2023.11.02 02:00:23,1062,EURUSD,sell,in,0.1,1.05778,1062,-0.70,0.00,0.00,11 206.45,
2023.11.07 00:15:00,1063,EURUSD,buy,out,0.1,1.07170,1063,0.00,0.57,-139.20,11 067.82,
2023.11.07 00:15:06,1064,EURUSD,buy,in,0.1,1.07176,1064,-0.70,0.00,0.00,11 067.12,
2023.11.08 18:00:00,1065,EURUSD,sell,out,0.1,1.07053,1065,0.00,-0.68,-12.30,11 054.14,
2023.11.08 18:26:41,1066,EURUSD,sell,in,0.1,1.07058,1066,-0.70,0.00,0.00,11 053.44,
2023.11.09 21:30:00,1067,EURUSD,buy,out,0.1,1.06736,1067,0.00,0.96,32.20,11 086.60,
2023.11.09 21:30:00,1068,EURUSD,buy,in,0.1,1.06736,1068,-0.70,0.00,0.00,11 085.90,
2023.11.13 09:15:00,1069,EURUSD,sell,out,0.1,1.06954,1069,0.00,-1.36,21.80,11 106.34,
2023.11.13 09:15:24,1070,EURUSD,sell,in,0.1,1.06945,1070,-0.70,0.00,0.00,11 105.64,
2023.11.13 15:15:00,1071,EURUSD,buy,out,0.1,1.06670,1071,0.00,0.00,27.50,11 133.14,
2023.11.13 15:15:44,1072,EURUSD,buy,in,0.1,1.06677,1072,-0.70,0.00,0.00,11 132.44,
2023.11.14 09:30:00,1073,EURUSD,sell,out,0.1,1.07049,1073,0.00,-0.68,37.20,11 168.96,
2023.11.14 09:45:16,1074,EURUSD,sell,in,0.1,1.07048,1074,-0.70,0.00,0.00,11 168.26,
2023.11.15 11:30:00,1075,EURUSD,buy,out,0.1,1.08528,1075,0.00,0.19,-148.00,11 020.45,
2023.11.15 11:56:30,1076,EURUSD,buy,in,0.1,1.08504,1076,-0.70,0.00,0.00,11 019.75,
2023.11.16 11:00:00,1077,EURUSD,sell,out,0.1,1.08550,1077,0.00,-3.41,4.60,11 020.94,
